sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)
NRLAR-22-ESBL-22-0863-1-FH20_84 NRLAR-22-ESBL-22-0863-1-FH20 #84	1	1343	0.5137751303052867	297e41fcfeabee83c17a11f65918a81c	-	-	-	-	-	-	-	-	non-mobilizable	KX575838	0.0674584	Vibrio alginolyticus	AC123	AL180	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_85 NRLAR-22-ESBL-22-0863-1-FH20 #85	1	1310	0.5412213740458015	b2f68caab943c5a17a0ef7584bb1eaef	-	-	-	-	-	-	-	-	non-mobilizable	CP014087	0.0468354	Escherichia coli	AG401	AQ434	genus	Escherichia	genus	Escherichia	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_86 NRLAR-22-ESBL-22-0863-1-FH20 #86	1	1286	0.5660964230171073	babd84bd93010ffa464ab2bf93028ca8	-	-	-	-	-	-	-	-	non-mobilizable	AP012553	0.295981	Plautia stali symbiont	AG242	AQ265	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_87 NRLAR-22-ESBL-22-0863-1-FH20 #87	1	1206	0.5996677740863787	c6dbbbb6cd2acee7f594a7955e98374c	-	-	-	-	-	-	-	-	non-mobilizable	CP035326	0.0515304	Escherichia coli	AH211	AR267	genus	Escherichia	genus	Escherichia	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_88 NRLAR-22-ESBL-22-0863-1-FH20 #88	1	1187	0.476832350463353	025f1b886bd6fcbebbd435399c95540f	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.219531	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_89 NRLAR-22-ESBL-22-0863-1-FH20 #89	1	1185	0.43966244725738396	e59eaa9ba0974357889b83d7bea5f504	-	-	-	-	-	-	-	-	non-mobilizable	CP029977	0.145727	Escherichia coli	AA372	AI346	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_90 NRLAR-22-ESBL-22-0863-1-FH20 #90	1	1106	0.40958408679927666	dee69e91f65b5eef3c909965d658a12d	-	-	-	-	-	-	-	-	non-mobilizable	CP035326	0.142009	Escherichia coli	AH211	AR267	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_91 NRLAR-22-ESBL-22-0863-1-FH20 #91	1	1041	0.5048076923076923	57066b3013a237bbc149d696e8ae3cc0	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_92 NRLAR-22-ESBL-22-0863-1-FH20 #92	1	982	0.5488798370672098	7ddf0358a5a222c16d72890c8ab693ab	-	-	-	-	-	-	-	-	non-mobilizable	CP010123	0.243761	Escherichia coli	AA309	AI166	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_93 NRLAR-22-ESBL-22-0863-1-FH20 #93	1	945	0.5481481481481482	c41f0c8d916edfc0a738fa5f5e14b384	-	-	-	-	-	-	-	-	non-mobilizable	CP010123	0.263022	Escherichia coli	AA309	AI166	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_94 NRLAR-22-ESBL-22-0863-1-FH20 #94	1	929	0.4101184068891281	3cd8b02245919b0a617d5b361758e8a2	-	-	-	-	-	-	-	-	non-mobilizable	CP034740	0.0943778	Escherichia coli	AF232	AP155	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_95 NRLAR-22-ESBL-22-0863-1-FH20 #95	1	876	0.5057077625570776	a55113d8b76c49529b75e330d9be9898	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_96 NRLAR-22-ESBL-22-0863-1-FH20 #96	1	861	0.4692218350754936	826ccbe1a1ad68307f4d8682c951df7f	-	-	-	-	-	-	-	-	non-mobilizable	CP031655	0.210897	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_97 NRLAR-22-ESBL-22-0863-1-FH20 #97	1	849	0.41813898704358066	be06b7e932d81e346dbf5961fe122f0b	-	-	-	-	-	-	-	-	non-mobilizable	CP024485	0.167688	Klebsiella pneumoniae	AA127	AH756	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_98 NRLAR-22-ESBL-22-0863-1-FH20 #98	1	840	0.5547619047619048	df939e47ec6d87e48f3783b0e05e0fac	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_99 NRLAR-22-ESBL-22-0863-1-FH20 #99	1	827	0.4534461910519952	da19e9078711786b13c62dfd125479a6	-	-	-	-	-	-	-	-	non-mobilizable	CP017846	0.147707	Escherichia coli	AA183	AH877	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_100 NRLAR-22-ESBL-22-0863-1-FH20 #100	1	821	0.6029232643118149	a99038c1e3438ed606bf6e05412ae23f	-	-	-	-	-	-	-	-	non-mobilizable	CP021884	0.0222766	Alcaligenes faecalis	AD070	AM497	genus	Alcaligenes	genus	Alcaligenes	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_101 NRLAR-22-ESBL-22-0863-1-FH20 #101	1	819	0.42735042735042733	3b0b9d01060b19cefdd80764162ac207	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_102 NRLAR-22-ESBL-22-0863-1-FH20 #102	1	805	0.55527950310559	dae8898ab67e34b153942f7139996abf	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_103 NRLAR-22-ESBL-22-0863-1-FH20 #103	1	787	0.594147582697201	75f11497342fcd4e43a20d1e7b2451a7	-	-	-	-	-	-	-	-	non-mobilizable	CP035326	0.0709514	Escherichia coli	AH211	AR267	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_104 NRLAR-22-ESBL-22-0863-1-FH20 #104	1	769	0.6384915474642393	da3e5aab3da748f134da9aa77a6a7184	-	-	-	-	-	-	-	-	non-mobilizable	CP035326	0.0730018	Escherichia coli	AH211	AR267	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_105 NRLAR-22-ESBL-22-0863-1-FH20 #105	1	742	0.5700808625336927	baee1ca52d62dd2c955610ec6fbea418	-	-	-	-	-	-	-	-	non-mobilizable	CP019281	0.170926	Escherichia coli	AF190	AP111	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_106 NRLAR-22-ESBL-22-0863-1-FH20 #106	1	727	0.2902338376891334	a2dcafd529ae918a9d4003df53484ab5	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_107 NRLAR-22-ESBL-22-0863-1-FH20 #107	1	722	0.538781163434903	19bfc3aea78e91107df0fb2377b65528	-	-	-	-	-	-	-	-	non-mobilizable	CP014779	0.101551	Pluralibacter gergoviae	AE875	AO740	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_108 NRLAR-22-ESBL-22-0863-1-FH20 #108	1	713	0.5568022440392707	476b197c35360d8b8db8325b5e93a20d	-	-	-	-	-	-	-	-	non-mobilizable	HQ201416	0.13538	Escherichia coli	AC302	AL432	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_109 NRLAR-22-ESBL-22-0863-1-FH20 #109	1	704	0.37073863636363635	be73aaf7146d6bc069a4ba97088ed8cc	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_110 NRLAR-22-ESBL-22-0863-1-FH20 #110	1	664	0.4759036144578313	1ab29ca48b41ee779b733bfe2ccef733	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.243761	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_111 NRLAR-22-ESBL-22-0863-1-FH20 #111	1	653	0.2787136294027565	7aaf66acc146be97780e99e2eb4c00b1	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_112 NRLAR-22-ESBL-22-0863-1-FH20 #112	1	637	0.543171114599686	7f9ba3d7d93c8ebbc9b476e9289c21bc	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_113 NRLAR-22-ESBL-22-0863-1-FH20 #113	1	627	0.4529505582137161	d641b04a8adccab07aacf674abc5ba9c	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_114 NRLAR-22-ESBL-22-0863-1-FH20 #114	1	613	0.32300163132137033	5a2f1f6cc31e56bab1b21287a053e647	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_115 NRLAR-22-ESBL-22-0863-1-FH20 #115	1	606	0.5132013201320133	4b0ac78195f070f2fe9e4c6795f2643b	-	-	-	-	-	-	-	-	non-mobilizable	CP042023	0.136948	Staphylococcus aureus	AE018	AN718	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_116 NRLAR-22-ESBL-22-0863-1-FH20 #116	1	601	0.2778702163061564	fd8223fde6c5cc6151fb3b3492d01a20	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_117 NRLAR-22-ESBL-22-0863-1-FH20 #117	1	592	0.5279187817258884	dd87865f17e66d5a48a3ec56aa6a7e30	-	-	-	-	-	-	-	-	non-mobilizable	HQ201416	0.154223	Escherichia coli	AC302	AL432	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_118 NRLAR-22-ESBL-22-0863-1-FH20 #118	1	592	0.6300675675675675	ffa397665684defa61eebe9a35229bc1	-	-	-	-	-	-	-	-	non-mobilizable	CP035326	0.052117	Escherichia coli	AH211	AR267	genus	Escherichia	genus	Escherichia	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_119 NRLAR-22-ESBL-22-0863-1-FH20 #119	1	592	0.5405405405405406	492cad983674d09a3a3d9513bc7d2a79	-	-	-	-	-	-	-	-	non-mobilizable	CP014779	0.100846	Pluralibacter gergoviae	AE875	AO740	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_120 NRLAR-22-ESBL-22-0863-1-FH20 #120	1	578	0.5086505190311419	f2c2dbc7d8d2780462cfb53b35440da7	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_121 NRLAR-22-ESBL-22-0863-1-FH20 #121	1	570	0.3385964912280702	ba856f49701984ef0ca8af63f62cbaf8	-	-	-	-	-	-	-	-	non-mobilizable	CP023447	0.23011	Campylobacter jejuni	AG887	AQ943	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_122 NRLAR-22-ESBL-22-0863-1-FH20 #122	1	569	0.5325131810193322	8899c2b4f294428a0b1c4b6f6431babc	-	-	-	-	-	-	-	-	non-mobilizable	CP011111	0.243761	Pseudomonas chlororaphis	AD692	AN321	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_123 NRLAR-22-ESBL-22-0863-1-FH20 #123	1	564	0.46099290780141844	b4f6601bdcf1f542086281928e41712a	-	-	-	-	-	-	-	-	non-mobilizable	CP006375	0.23011	Aureimonas sp. AU20	AE384	AO156	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_124 NRLAR-22-ESBL-22-0863-1-FH20 #124	1	558	0.6164874551971327	052a6fa0698c72449e6ba8bd9aedf5aa	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_125 NRLAR-22-ESBL-22-0863-1-FH20 #125	1	548	0.3102189781021898	7a6c198c53f03899c21ee8ae9c303320	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_126 NRLAR-22-ESBL-22-0863-1-FH20 #126	1	540	0.6189591078066915	b71b1e7feff232534443f193847d45e6	-	-	-	-	-	-	-	-	non-mobilizable	CP035326	0.0816138	Escherichia coli	AH211	AR267	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_127 NRLAR-22-ESBL-22-0863-1-FH20 #127	1	539	0.5269016697588126	e395418659df61282d6729b166cad07d	-	-	-	-	-	-	-	-	non-mobilizable	NC_010064	0.0440934	Escherichia coli	AD092	AM522	order	Enterobacterales	order	Enterobacterales	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_128 NRLAR-22-ESBL-22-0863-1-FH20 #128	1	518	0.43992248062015504	77e01eba36c8b19692d16794151670d1	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_129 NRLAR-22-ESBL-22-0863-1-FH20 #129	1	518	0.33204633204633205	ebc80bd15f86de2dfde6d0646c5a370a	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_130 NRLAR-22-ESBL-22-0863-1-FH20 #130	1	517	0.5241779497098646	8cd477ae33ff4a7c209302306017db0a	-	-	-	-	-	-	-	-	non-mobilizable	NC_004772	0.0994698	Pasteurella multocida	AG546	AQ592	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_131 NRLAR-22-ESBL-22-0863-1-FH20 #131	1	509	0.6070726915520629	7689d585e065af832f6792250ba64118	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_132 NRLAR-22-ESBL-22-0863-1-FH20 #132	1	507	0.27416173570019725	03743022428f59095b2ab21469cbdad0	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_133 NRLAR-22-ESBL-22-0863-1-FH20 #133	1	503	0.5208747514910537	9b7199bd729fe099af631ef03372bf54	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_134 NRLAR-22-ESBL-22-0863-1-FH20 #134	1	501	0.6047904191616766	8fe87339c0fbe0ae242d1bcbab6467d4	-	-	-	-	-	-	-	-	non-mobilizable	CP035326	0.0702918	Escherichia coli	AH211	AR267	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_135 NRLAR-22-ESBL-22-0863-1-FH20 #135	1	500	0.41	8598b742872b00b931a85da2334ec551	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_136 NRLAR-22-ESBL-22-0863-1-FH20 #136	1	500	0.368	043654148359e637722ece4aa1457b6a	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_137 NRLAR-22-ESBL-22-0863-1-FH20 #137	1	500	0.386	8e3e136e5a91a35c286bcb5b503d78ca	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_138 NRLAR-22-ESBL-22-0863-1-FH20 #138	1	495	0.45454545454545453	adedc04e3ebfec6d2dae01214a0c7317	-	-	-	-	-	-	-	-	non-mobilizable	KX575838	0.174408	Vibrio alginolyticus	AC123	AL180	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_139 NRLAR-22-ESBL-22-0863-1-FH20 #139	1	495	0.3090909090909091	a02fdce6a3ea9345ed5ac9bc22afe576	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_140 NRLAR-22-ESBL-22-0863-1-FH20 #140	1	492	0.3170731707317073	8c72c2a714f3f508844fe9a73faa7497	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_141 NRLAR-22-ESBL-22-0863-1-FH20 #141	1	489	0.5173824130879345	416fa656689d32765a7c10cc65cf8e14	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.23011	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_142 NRLAR-22-ESBL-22-0863-1-FH20 #142	1	487	0.2792607802874743	efd6613b20d54d3ac386c111758ab151	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_143 NRLAR-22-ESBL-22-0863-1-FH20 #143	1	483	0.3333333333333333	05e98af383fd2fabc5c064dc2cb8df32	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_144 NRLAR-22-ESBL-22-0863-1-FH20 #144	1	383	0.4255874673629243	68196271fd7bcedee495633ee1034984	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_145 NRLAR-22-ESBL-22-0863-1-FH20 #145	1	471	0.6284501061571125	face4c1f28ed5210f4bf8c281d985205	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_146 NRLAR-22-ESBL-22-0863-1-FH20 #146	1	470	0.3659574468085106	c3aa708b5e239066f3c9261dfaa38e98	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_147 NRLAR-22-ESBL-22-0863-1-FH20 #147	1	469	0.3347547974413646	c12a513ba4572af841f8ecb286fd9bc7	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_148 NRLAR-22-ESBL-22-0863-1-FH20 #148	1	468	0.2948717948717949	56acbed700fd8232acdc7dff405d1745	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_149 NRLAR-22-ESBL-22-0863-1-FH20 #149	1	464	0.3879310344827586	8748f5b6254234a1f932b69ea42d65e0	-	-	-	-	-	-	-	-	non-mobilizable	CP034740	0.11478	Escherichia coli	AF232	AP155	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_150 NRLAR-22-ESBL-22-0863-1-FH20 #150	1	457	0.31291028446389496	54be229008d25cd6bcdbb80512e6a561	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_151 NRLAR-22-ESBL-22-0863-1-FH20 #151	1	456	0.30043859649122806	29ef86e43d313ab481bd040f84d85262	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_152 NRLAR-22-ESBL-22-0863-1-FH20 #152	1	455	0.3076923076923077	d1c6835cf1db1894fc1ec45831a51480	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_153 NRLAR-22-ESBL-22-0863-1-FH20 #153	1	455	0.3098901098901099	c6a36dce5fb0b74c7889fdec55b2287d	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_154 NRLAR-22-ESBL-22-0863-1-FH20 #154	1	445	0.33707865168539325	116814645ce750754d2d58cbf847d398	-	-	-	-	-	-	-	-	non-mobilizable	CP023447	0.23011	Campylobacter jejuni	AG887	AQ943	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_155 NRLAR-22-ESBL-22-0863-1-FH20 #155	1	444	0.3153153153153153	70ea86a41751d16a3dc6f6bf90d5e83d	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_156 NRLAR-22-ESBL-22-0863-1-FH20 #156	1	444	0.30180180180180183	0575a522f2efff91850ebadfd7cac858	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_157 NRLAR-22-ESBL-22-0863-1-FH20 #157	1	441	0.31363636363636366	430c08575d2f722047c4eb779d625fb1	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_158 NRLAR-22-ESBL-22-0863-1-FH20 #158	1	436	0.3555045871559633	a0797715e6400a0ea072e2b33355731e	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_159 NRLAR-22-ESBL-22-0863-1-FH20 #159	1	435	0.2942528735632184	9c82283d9f443c726c773235f29a996c	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_160 NRLAR-22-ESBL-22-0863-1-FH20 #160	1	432	0.34953703703703703	c3539b4a3881ba26ca094ea5ffc5d374	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_161 NRLAR-22-ESBL-22-0863-1-FH20 #161	1	431	0.27610208816705334	5e22a63cb532a00376e0fb5ed8dde482	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_162 NRLAR-22-ESBL-22-0863-1-FH20 #162	1	429	0.372960372960373	a0d92af5ddebf35fa91d0527ce8e70d3	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_163 NRLAR-22-ESBL-22-0863-1-FH20 #163	1	423	0.5342789598108747	facfe52287d2b7b670b10f06dad45ec1	-	-	-	-	-	-	-	-	non-mobilizable	CP017280	0.295981	Enterobacter ludwigii	AF888	AP896	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_164 NRLAR-22-ESBL-22-0863-1-FH20 #164	1	415	0.46987951807228917	f9da2df6d3a2ac899b3baed5758cef77	-	-	-	-	-	-	-	-	non-mobilizable	CP017846	0.191731	Escherichia coli	AA183	AH877	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_165 NRLAR-22-ESBL-22-0863-1-FH20 #165	1	408	0.41421568627450983	d94d90ac8f67db77619b9a5a0be6fae9	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_166 NRLAR-22-ESBL-22-0863-1-FH20 #166	1	407	0.5896805896805897	7a09e1fb25e650f17a8c85e57d5b503c	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_167 NRLAR-22-ESBL-22-0863-1-FH20 #167	1	406	0.5492610837438424	9a149fd68e34b21b58eecc59f9ec710a	-	-	-	-	-	-	-	-	non-mobilizable	CP024485	0.0909306	Klebsiella pneumoniae	AA127	AH756	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_168 NRLAR-22-ESBL-22-0863-1-FH20 #168	1	402	0.6094527363184079	4f4bb060b550182eeabf50ae42a323d7	-	-	-	-	-	-	-	-	non-mobilizable	MK088079	0.295981	Klebsiella pneumoniae	AA002	AH539	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_169 NRLAR-22-ESBL-22-0863-1-FH20 #169	1	385	0.4987012987012987	dd18e622df41f40533288370d476c464	-	-	-	-	-	-	-	-	non-mobilizable	CP024095	0.210897	Escherichia coli	AG659	AQ711	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_170 NRLAR-22-ESBL-22-0863-1-FH20 #170	1	384	0.5052356020942408	c06c3430f4ee01424cc2c9e5fdc6ea93	-	-	-	-	-	-	-	-	non-mobilizable	CP031655	0.210897	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_171 NRLAR-22-ESBL-22-0863-1-FH20 #171	1	369	0.4823848238482385	a24d67335b5db17343ff39b7c40f4300	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.295981	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_172 NRLAR-22-ESBL-22-0863-1-FH20 #172	1	360	0.3333333333333333	77fc3027d1ed2b129db8ee81ae60ee4b	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
